식당(ID),식당명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점,식당상태
603590,1993수제디저트카페,전라북도 전주시,,0.1,Y,0.22,0.33,,,4.53,운영중
603664,컬러인커피 송천점,전라북도 전주시,,0.09,Y,0.19,0.14,,,4.2,운영중
604285,유니버스,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.43,운영중
605114,버거앤프라이즈 전주객사점,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.41,운영중
605345,노니보쌈,전라북도 전주시,,0.08,Y,0.12,,,,3.5,운영중
605394,혜원 찻집,전라북도 전주시,,0.09,Y,0.17,0.01,,,4.04,운영중
605950,효자동커피집,전라북도 전주시,,0.09,Y,0.12,0.33,,,4.25,운영중
606078,퍼하노이,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.48,운영중
606491,산토리니,전라북도 전주시,,0.09,Y,0.12,0.33,,,4.27,운영중
606838,레코드 커피 & 핫도그,전라북도 전주시,,0.1,Y,0.26,0.07,,,4.58,운영중
608085,포나스키친,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.46,운영중
608286,피자애 삼천점,전라북도 전주시,,0.1,Y,0.1,0.11,,,4.32,운영중
608691,커피숲515,전라북도 전주시,,0.09,Y,0.15,0.04,,,4.16,운영중
609619,"포스트레	",전라북도 전주시,,0.1,Y,0.21,0.33,,,4.56,운영중
609682,토프레소 송천점,전라북도 전주시,,0.1,Y,0.16,0.02,,,4.28,운영중
610271,파이올로,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.29,운영중
611102,국민수육국밥&막국수 전주대점,전라북도 전주시,,0.09,Y,0.24,0.12,,,4.27,운영중
611702,본가추어탕송천점,,,,N,0.07,,,,,운영중
611879,도토리,전라북도 전주시,,0.1,Y,0.14,0.12,,,4.31,운영중
612055,황씨네대가추어탕,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.17,0.31,,,4.29,운영중
613502,디디치킨,,,,N,0.09,,,,,폐업
613604,마래당,전라북도 전주시,,0.19,Y,0.19,0.36,4,,4.54,운영중
614104,이삭토스트 서일점,전라북도 전주시,,0.1,Y,0.12,0.08,,,4.5,운영중
614250,튀김파는공방국수,전라북도 전주시,,0.1,Y,0.13,0.04,,,4.41,운영중
614660,다가양조장,전라북도 전주시,,0.21,Y,0.19,0.34,5,,4.57,운영중
615030,바사삭,전라북도 전주시,,0.09,Y,0.23,,,,4,운영중
615138,소부당,전라북도 전주시,,0.1,Y,0.29,0.33,,,4.5,운영중
615535,이삭토스트 전주혁신양현점,전라북도 전주시,,0.1,Y,0.19,0.01,,,4.65,운영중
615731,라임그린커피,전라북도 전주시,,0.1,Y,0.32,0.03,,,4.37,운영중
616523,홍산삼겹살,전라북도 전주시,,0.09,Y,0.15,0.19,,,4.2,운영중
617031,탐앤탐스커피전주송천점,,,,N,0.07,,,,,운영중
617681,서예카페 서화각,,,,N,0.07,,,,0.56,폐업
617713,죽이야기 송천센트럴점,전라북도 전주시,안심식당,0.09,Y,0.27,0.06,,,4.25,운영중
617853,5.5닭갈비송천점,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.35,운영중
617970,슈슈레인,전라북도 전주시,,0.11,Y,0.12,0.06,,,5,운영중
618219,더파인,전라북도 전주시,,0.1,Y,0.17,0.01,,,4.42,운영중
618469,오른케이크,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.48,운영중
618576,카페보듬,전라북도 전주시,,0.09,Y,0.15,0.14,,,4.21,운영중
618935,솔내냉면황태찜,전라북도 전주시,,0.1,Y,0.14,0.06,,,4.31,운영중
619484,차이,전라북도 전주시,,0.1,Y,0.11,0.13,,,4.5,운영중
619804,현대옥 전주대평생교육원점,전라북도 전주시,,0.1,Y,0.13,0.28,,,4.32,운영중
619868,만세강정앤치킨,전라북도 전주시,,0.11,Y,0.14,0.02,,,4.76,운영중
620443,헤이버블,,,,N,0.07,,,,1.2,폐업
620488,라그라스,전라북도 전주시,,0.1,Y,0.17,0.31,,,4.49,운영중
620913,커피니,전라북도 전주시,,0.09,Y,0.12,0.14,,,4.25,운영중
621063,말마니,,,,N,0.09,,,,0.85,운영중
621324,1945 경성반점,전라북도 전주시,모범음식점,0.1,Y,0.15,0.3,,,4.29,운영중
621973,한양불고기,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.15,0.33,,,4.28,운영중
622527,멘야케이,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.52,운영중
622891,다정집,,,,N,0.09,,,,,운영중
623509,콩쥐팥쥐,전라북도 전주시,,0.09,Y,0.28,0.01,,,4.22,운영중
624687,"그리고,오늘",전라북도 전주시,,0.21,Y,0.19,0.34,5,,4.43,운영중
624691,태평아귀찜,전라북도 전주시,,0.1,Y,0.12,,,,4.64,운영중
624872,와바 전주송천점,,,,N,0.07,,,,,미확인
626078,전주한옥화과자,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.5,운영중
626585,LAD COFFEE,전라북도 전주시,,0.11,Y,0.16,0.21,,,4.83,운영중
626931,피자마루 전주송천점,전라북도 전주시,,0.09,Y,0.13,0.07,,,4.19,운영중
628057,레오커피,전라북도 전주시,,0.09,Y,0.12,0.02,,,3.91,운영중
628775,바 차가운새벽,,,,N,0.07,,,,0.39,미확인
629117,인히스,전라북도 전주시,,0.1,Y,0.16,0.32,,,4.66,운영중
629631,고수닭갈비 영화의거리점,전라북도 전주시,,0.1,Y,0.25,0.32,,,4.32,운영중
629786,숲COFFEE,전라북도 전주시,,0.1,Y,0.1,0.01,,,4.45,운영중
629796,김밥드림,전라북도 전주시,,0.1,Y,0.11,0.14,,,4.42,운영중
629837,동주카페,전라북도 전주시,,0.09,Y,0.19,0.03,,,3.95,운영중
629860,카페 미뇽,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.4,운영중
630231,김가김밥,전라북도 전주시,,0.1,Y,0.28,0.07,,,4.56,운영중
630434,스시유메,전라북도 전주시,,0.09,Y,0.15,0.33,,,4.27,운영중
631236,폴스베이커리,전라북도 전주시,,0.17,Y,0.16,0.34,3,,4.43,운영중
631329,가장맛있는족발 전북대점,전라북도 전주시,,0.1,Y,0.12,0.23,,,4.66,운영중
631460,프롬나드,전라북도 전주시,,0.11,Y,0.13,0.14,,,4.73,운영중
631720,역전할머니맥주 전주신시가지점,전라북도 전주시,,0.1,Y,0.11,0.33,,,4.32,운영중
632251,모어댄,전라북도 전주시,,0.1,Y,0.16,0.13,,,4.39,운영중
632723,마치래빗,전라북도 전주시,,0.1,Y,0.21,0.33,,,4.45,운영중
633490,족발의 장인 족장,전라북도 전주시,,0.09,Y,0.1,0.03,,,4.27,운영중
633689,타볼로,전라북도 전주시,,0.21,Y,0.14,0.16,5,,4.52,운영중
634028,레터스프롬포지티브즈,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.39,운영중
634047,용자돈돈까스,전라북도 전주시,,0.1,Y,0.14,0.28,,,4.43,운영중
634607,커피니 전주영화의거리점,전라북도 전주시,,0.1,Y,0.12,0.03,,,4.34,운영중
634775,진까,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.41,운영중
635302,팔랑개비,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.47,운영중
635602,이코이교토,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.48,운영중
635610,김형제고기의철학 전주효자점,전라북도 전주시,,0.1,Y,0.2,0.33,,,4.37,운영중
635854,한판닭갈비 삼천점,전라북도 전주시,,0.09,Y,0.13,0.1,,,4.23,운영중
636083,빙허각,전라북도 전주시,,0.1,Y,0.24,0.03,,,4.38,운영중
636450,589커피,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.65,운영중
636738,써니스푼,전라북도 전주시,,0.1,Y,0.12,0.02,,,4.39,운영중
636764,다사랑치킨 신시가지점,전라북도 전주시,,0.1,Y,0.13,0.17,,,4.35,운영중
636998,전주함지박콩나물국밥,전라북도 전주시,,0.09,Y,0.23,0.04,,,4.25,운영중
637405,"청년다방 전북도청점	",전라북도 전주시,,0.1,Y,0.22,0.33,,,4.37,운영중
637646,88켄터키치킨 전주효자점,전라북도 전주시,,0.1,Y,0.12,0.07,,,4.38,운영중
637770,슬로우카페,전라북도 전주시,,0.09,Y,0.09,0.07,,,4.25,운영중
638458,불꼬챙이,전라북도 전주시,,0.09,Y,0.11,0.13,,,4.24,운영중
638686,호떡당 전주한옥마을점,전라북도 전주시,,0.09,Y,0.11,0.01,,,4.21,운영중
639033,고모네집 정육식당,전라북도 전주시,,0.1,Y,0.14,0.21,,,4.53,운영중
639567,산낙지칼국수,전라북도 전주시,,0.09,Y,0.26,0.19,,,4.15,운영중
639578,연어이야기,전라북도 전주시,,0.1,Y,0.2,0.09,,,4.54,운영중
640109,또또분식,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.65,운영중
640961,꿀순이&꿀돌이 효자점,전라북도 전주시,,0.1,Y,0.17,0.1,,,4.34,운영중
641077,불로만치킨바베큐 송천점,전라북도 전주시,,0.1,Y,0.16,0.03,,,4.32,운영중
641482,요거프레소 금암점,전라북도 전주시,,0.1,Y,0.17,0.02,,,4.41,운영중
641586,프랭크서울 전주혁신점,전라북도 전주시,,0.1,Y,0.18,0.07,,,4.53,운영중
641677,르뤼땡블랑제리,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.46,운영중
641823,명인만두,전라북도 전주시,,0.08,Y,0.16,0.02,,,3.66,운영중
642170,그물,전라북도 전주시,,0.1,Y,0.19,0.33,,,4.5,운영중
642889,더리터 전주금암점,전라북도 전주시,,0.1,Y,0.14,0.03,,,4.3,운영중
643384,더문,전라북도 전주시,,0.1,Y,0.14,0.27,,,4.61,운영중
643416,카페 섬수,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.54,운영중
643680,cafe noah,전라북도 전주시,,0.1,Y,0.14,0.11,,,4.45,운영중
643860,양대감600 전주신시가지점,전라북도 전주시,,,Y,0.15,0.33,,,4.3,운영중
643902,정승댁전주점,,,,N,0.1,,,,0.15,폐업
644205,7번가피자 전주송천점,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.4,운영중
644663,신자매포차,전라북도 전주시,,0.1,Y,0.17,,,,4.29,운영중
644716,고투커피 진북점,전라북도 전주시,,0.09,Y,0.12,0.09,,,4.25,운영중
644786,라화쿵부도청점,전라북도 전주시,,0.09,Y,0.17,0.33,,,4.05,운영중
644825,더리터 전주하가점,전라북도 전주시,,0.1,Y,0.13,0.01,,,4.56,운영중
644886,투썸플레이스 전주혁신호수공원점,전라북도 전주시,,0.09,Y,0.21,0.33,,,4.27,운영중
644923,이서공작소,전라북도 전주시,,0.11,Y,0.2,0.33,,,4.79,운영중
645119,공차 전주대점,전라북도 전주시,,0.1,Y,0.17,0.08,,,4.36,운영중
645147,1박2일광장,전라북도 전주시,,0.09,Y,0.15,0.01,,,3.94,운영중
645620,썸포차,전라북도 전주시,,0.1,Y,0.11,0.01,,,4.33,운영중
645621,역전할머니맥주,전라북도 전주시,,0.1,Y,0.15,0.27,,,4.47,운영중
646433,한우당,전라북도 전주시,,0.1,Y,0.28,0.33,,,4.28,운영중
647489,리틀하노이 평화점,전라북도 전주시,,0.09,Y,0.15,0.26,,,4.2,운영중
647764,진안고기명가정육식당,전라북도 전주시,,0.1,Y,0.12,0.1,,,4.43,운영중
647949,꼬지따뽕,,,,N,0.07,,,,5,미확인
648576,마로커피관,전라북도 전주시,,0.14,Y,0.14,0.26,3,,3.4,운영중
648786,포슬린카페,전라북도 전주시,,0.1,Y,0.19,0.03,,,4.44,운영중
648918,에바다떡볶이앤튀김,전라북도 전주시,,0.1,Y,0.12,0.14,,,4.38,운영중
649121,금강하구둑해물칼국수,전라북도 전주시,,0.1,Y,0.25,0.27,,,4.32,운영중
649753,등대횟집,전라북도 전주시,,0.08,Y,0.12,,,,3.8,운영중
649830,더리터 전주송천점,전라북도 전주시,,0.09,Y,0.17,0.04,,,4.16,운영중
650228,최가네두루치기,전라북도 전주시,,0.1,Y,0.27,0.04,,,4.33,운영중
650316,맛찬들왕소금구이 전주혁신점,전라북도 전주시,,0.1,Y,0.23,0.33,,,4.53,운영중
650380,보미수산횟집,전라북도 전주시,,0.09,Y,0.1,0.3,,,4.24,운영중
650991,교촌치킨 솔내점,전라북도 전주시,,0.1,Y,0.15,0.03,,,4.3,운영중
651137,까망돈,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.32,운영중
651721,감영75,,,,N,0.1,,,,,운영중
652553,써니분식,전라북도 전주시,,0.09,Y,0.24,0.01,,,3.88,운영중
653084,미스터피자 전북도청점,,,,N,0.1,,,,2.13,폐업
654198,더리터 서신점 ,전라북도 전주시,,0.1,Y,0.1,0.03,,,4.45,운영중
654486,국수나무 하가점,전라북도 전주시,,0.1,Y,0.1,0.09,,,4.41,운영중
654863,온리핸즈,전라북도 전주시,,0.17,Y,0.19,0.34,3,,4.61,운영중
655039,더리터 송천2호점,전라북도 전주시,,0.08,Y,0.14,0.06,,,3.79,운영중
655080,볼몬드,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.51,운영중
655300,KFC 전북도청,,,,N,0.09,,,,3.12,폐업
655319,한스브레드 한옥마을직영점,,,,N,0.07,,,,1.32,운영중
655323,크라운호프송천1가점,전라북도 전주시,,0.1,Y,0.12,0.02,,,4.31,운영중
655498,보라식당,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.49,운영중
656139,인생극장쪽갈비 전주효자점,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.47,운영중
656210,용성양,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.35,운영중
656298,꼬끄프랑,전라북도 전주시,,,Y,0.16,0.33,,,,운영중
656787,치킨마루 전주송천점,전라북도 전주시,,0.09,Y,0.18,0.01,,,4.24,운영중
656856,명기주막,전라북도 전주시,,0.07,Y,0.24,,,,3.17,운영중
656885,더리터 전북대점,전라북도 전주시,,0.1,Y,0.15,0.06,,,4.48,운영중
657068,치킨과바람피자,전라북도 전주시,,0.1,Y,0.12,0.07,,,4.41,운영중
657444,슬랭,,,,N,0.08,,,,,운영중
657504,김사장포차,전라북도 전주시,,0.09,Y,0.11,0.02,,,4,운영중
658697,신날개 송천점,전라북도 전주시,,0.1,Y,0.15,0.01,,,4.5,운영중
658818,육회한남자들의달달한밤,,,,N,0.15,,,,1.9,미확인
659582,번지농장돌판아구찜,전라북도 전주시,,0.09,Y,0.16,0.33,,,4.2,운영중
660022,카페딜라이트,전라북도 전주시,,,Y,0.13,0.08,,,,운영중
660249,정’s돈까스,전라북도 전주시,,0.1,Y,0.09,0.33,,,4.46,운영중
660519,커피 브레이크,전라북도 전주시,,0.09,Y,0.13,0.04,,,4.27,운영중
661311,포크패밀리,전라북도 전주시,,0.09,Y,0.2,0.33,,,4.17,운영중
661395,바다 양푼이 동태탕 대구탕,전라북도 전주시,,0.1,Y,0.11,0.02,,,4.3,운영중
661562,STEADY ESPRESSO,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.58,운영중
661629,Groom,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.72,운영중
662113,브라운,전라북도 전주시,,0.1,Y,0.19,0.01,,,4.43,운영중
662354,돔배삼겹,전라북도 전주시,,0.11,Y,0.11,0.2,,,5,운영중
662438,카페 914-4,전라북도 전주시,,0.1,Y,0.18,0.11,,,4.67,운영중
662554,완이네연탄구이,전라북도 전주시,,0.09,Y,0.12,0.01,,,4.26,운영중
662604,부부상회,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.56,운영중
662828,콤마,전라북도 전주시,,0.1,Y,0.22,0.33,,,4.44,운영중
663068,무진장흑돼지연탄생구이,전라북도 전주시,,0.1,Y,0.12,0.02,,,4.35,운영중
663347,두끼떡볶이 전북도청점,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.3,운영중
663408,카페놈,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.6,운영중
663852,본죽 전주효자문학점,전라북도 전주시,,0.1,Y,0.29,0.03,,,4.28,운영중
664586,청년다방 전주객사점,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.31,운영중
664980,효천농장,전라북도 전주시,,0.08,Y,0.15,0.06,,,3.59,운영중
665158,봄커피,전라북도 전주시,,0.1,Y,0.29,,,,4.41,운영중
665389,마노아카페,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.3,운영중
665580,월남쌈구이&샤브 샤브향 송천점,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.28,운영중
665677,가츠연,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.29,운영중
666688,카페오늘,전라북도 전주시,,0.11,Y,0.16,0.33,,,5,운영중
666865,밀리언커피 전주점,전라북도 전주시,,0.09,Y,0.1,0.03,,,4.14,운영중
667280,국수나무 평화점,전라북도 전주시,,0.1,Y,0.12,0.04,,,4.31,운영중
667629,쿠우쿠우 전주효자점,,,,N,0.09,,,,5,운영중
667950,만두가,전라북도 전주시,,0.1,Y,0.09,0.02,,,4.28,운영중
668022,구스타,전라북도 전주시,안심식당,0.1,Y,0.2,0.33,,,4.38,운영중
668861,이디야커피 전주KBS점,,,,N,0.15,,,,,운영중
669229,커리우먼,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.62,운영중
670261,올드스터프,전라북도 전주시,,0.1,Y,0.22,0.33,,,4.46,운영중
670738,포이스트,전라북도 전주시,,0.1,Y,0.18,0.33,,,4.54,운영중
670920,뽕뜨락피자 평화점,전라북도 전주시,,0.1,Y,0.14,0.27,,,4.36,운영중
671126,굿플레이스,전라북도 전주시,,0.09,Y,0.14,0.33,,,4.24,운영중
671245,오거리손만두찐빵 오거리점,전라북도 전주시,,0.09,Y,0.13,0.01,,,4.21,운영중
671293,풍년제과,전라북도 전주시,,0.1,Y,0.11,0.06,,,4.33,운영중
671405,노랑통닭 서곡지구점,전라북도 전주시,,0.1,Y,0.15,0.09,,,4.42,운영중
671623,부대통령뚝배기 전주대점,전라북도 전주시,,0.1,Y,0.11,0.07,,,4.41,운영중
671687,가만히숨은찻집,전라북도 전주시,,0.1,Y,0.24,0.02,,,4.29,운영중
671947,써니네집,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.28,운영중
672709,한여사김치부대찌개,전라북도 전주시,,0.1,Y,0.12,,,,4.29,운영중
672751,이자카야 고양이,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.37,운영중
672892,피자애안골직영점,전라북도 전주시,,0.1,Y,0.14,0.03,,,4.32,운영중
672951,홍금수산,전라북도 전주시,,0.09,Y,0.25,0.33,,,4.09,운영중
673386,다가생구이 본점,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.46,운영중
673985,지리산운봉흙돼지,,,,N,0.09,,,,,운영중
674026,육회공작소 전북대점,전라북도 전주시,,0.1,Y,0.17,0.14,,,4.48,운영중
674238,시장골목집 전북대점,전라북도 전주시,,0.1,Y,0.17,0.11,,,4.48,운영중
674792,카페오푸스,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.49,운영중
674922,바이드림,전라북도 전주시,,0.11,Y,0.18,0.14,,,4.73,운영중
675695,주당공선생,전라북도 전주시,,,Y,0.11,0.01,,,,운영중
675705,한방가마솥족발 중화산점,전라북도 전주시,,0.1,Y,0.12,0.18,,,4.39,운영중
675744,빠리브레드,전라북도 전주시,,0.1,Y,0.11,0.33,,,4.5,운영중
675935,카페한채,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.66,운영중
676450,피자애,,,,N,0.07,,,,,운영중
676556,그린파티세리,전라북도 전주시,,0.11,Y,0.14,0.33,,,4.8,운영중
676635,제일한우정육식당,,,,N,0.1,,,,0.97,미확인
677213,이지비부대찌개,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.42,운영중
677691,족발야시장,전라북도 전주시,,0.09,Y,0.14,0.33,,,3.99,운영중
678267,카페옴니버스,,,,N,0.1,,,,2.19,폐업
680026,부타웅,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.44,운영중
680076,청년다방 전주대점,전라북도 전주시,,0.1,Y,0.11,0.33,,,4.47,운영중
680087,더리터 동산점,전라북도 전주시,,0.1,Y,0.13,0.01,,,4.38,운영중
680223,애슐리W 전주STS점,,,,N,0.1,,,,5,운영중
680844,고사바베큐객사본점,,,,N,0.09,,,,5,미확인
681127,트랙나인,전라북도 전주시,,0.09,Y,0.13,0.33,,,3.95,운영중
681742,이춘봉인생치킨 전주효자점,전라북도 전주시,,0.1,Y,0.19,0.33,,,4.34,운영중
681743,얌스 효자휴먼시아점,전라북도 전주시,,0.09,Y,0.26,0.14,,,4.27,운영중
682213,명륜진사갈비 고사점,전라북도 전주시,,0.08,Y,0.11,0.09,,,3.56,운영중
683453,전주얼큰이샤브칼국수,전라북도 전주시,,0.1,Y,0.29,0.33,,,4.4,운영중
683773,남촌칼국수,전라북도 전주시,,0.1,Y,0.29,0.33,,,4.49,운영중
684261,ILDALLA COFFEE,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.4,운영중
684263,호시마츠생라멘,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.48,운영중
684346,라붐 데세르,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.42,운영중
684373,사랑에 머물다,전라북도 전주시,,0.1,Y,0.19,0.33,,,4.42,운영중
684431,청춘식당,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.48,운영중
684832,오버플로우,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.46,운영중
685018,마노,전라북도 전주시,,0.1,Y,0.22,0.33,,,4.6,운영중
686025,남매네집,,,,N,0.07,,,,,폐업
686302,더리터 삼천점,전라북도 전주시,,0.1,Y,0.11,0.03,,,4.29,운영중
686531,문꼬치,,,,N,0.08,,,,2.19,미확인
686566,인정식당,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.53,운영중
686744,도시어부,전라북도 전주시,,,Y,0.11,0.08,,,,운영중
686812,별아래꽃,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.34,운영중
686914,디플랑,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.48,운영중
686954,더리터 효자점,전라북도 전주시,,0.09,Y,0.1,0.06,,,4.23,운영중
687022,루밍아이리스,,,,N,0.07,,,,,운영중
687689,엉터리 생고기,,,,N,0.08,,,,,운영중
687837,낙지볶음개미집 전북대점,전라북도 전주시,,0.09,Y,0.12,0.33,,,4.02,운영중
687838,이코이교토 객사본점,전라북도 전주시,,0.16,Y,0.16,0.34,3,,4.39,운영중
688243,돈돈정 객사점,전라북도 전주시,,0.09,Y,0.15,0.33,,,4.23,운영중
688518,소곰집,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.48,운영중
689130,인기명 전주신시가지점,전라북도 전주시,,0.09,Y,0.14,0.33,,,4.22,운영중
689386,이비가짬뽕 평화점,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.35,운영중
689678,에덴수산,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.38,운영중
689727,커피커플,전라북도 전주시,,0.1,Y,0.16,0.07,,,4.72,운영중
689999,효자수산,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.44,운영중
690305,빽다방 전주서신중앙점,전라북도 전주시,,0.1,Y,0.12,0.06,,,4.47,운영중
691464,만개부엌,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.54,운영중
691515,걸작떡볶이치킨 전주효자신시가지점,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.32,운영중
692483,우전재 한식,전라북도 전주시,,0.1,Y,0.12,0.02,,,4.5,운영중
692491,카페 일삼이이,전라북도 전주시,,0.1,Y,0.16,0.12,,,4.62,운영중
692623,33떡볶이 전주하가점,전라북도 전주시,,0.1,Y,0.16,0.06,,,4.35,운영중
693597,팔공티 전주서신점,전라북도 전주시,,0.1,Y,0.13,0.01,,,4.47,운영중
693621,갈통삼 전북 효자점,전라북도 전주시,,0.1,Y,0.09,0.11,,,4.28,운영중
693932,명륜진사갈비 효자점,전라북도 전주시,,0.09,Y,0.14,0.33,,,4.25,운영중
695222,노랑통닭 호성점,전라북도 전주시,,0.09,Y,0.16,0.06,,,4.19,운영중
695787,더한잔,전라북도 전주시,,0.09,Y,0.12,0.2,,,4.16,운영중
695788,장위동유성집 혁신점,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.37,운영중
696053,"니뽕내뽕전주신시가지씨지브이점	",전라북도 전주시,,0.1,Y,0.15,0.33,,,4.35,운영중
696054,소담촌 전주효자점,전라북도 전주시,모범음식점,0.1,Y,0.21,0.33,,,4.5,운영중
696072,샘물맥주효자1호점,전라북도 전주시,,0.11,Y,0.17,0.02,,,4.75,운영중
696107,대가족,전라북도 전주시,,0.1,Y,0.16,0.17,,,4.51,운영중
696134,억대국수,전라북도 전주시,,0.1,Y,0.19,0.33,,,4.39,운영중
696316,마이마이치킨 전북대점,,,,N,0.09,,,,1.84,운영중
696391,이디야커피 중화산동점,전라북도 전주시,,0.1,Y,0.32,0.06,,,4.32,운영중
696629,태조로39,전라북도 전주시,,0.09,Y,0.13,0.04,,,4.21,운영중
696683,육값어치 신시가지점,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.47,운영중
697046,마시로이,전라북도 전주시,,0.1,Y,0.12,0.09,,,4.46,운영중
697156,밭두렁 쌈밥,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.41,운영중
698249,파리바게뜨 에코시티점,전라북도 전주시,,0.1,Y,0.13,0.03,,,4.4,운영중
698664,주도락,전라북도 전주시,,0.09,Y,0.2,0.33,,,4.19,운영중
698717,올어바웃,전라북도 전주시,,0.1,Y,0.2,0.13,,,4.42,운영중
699304,중산일리터커피,전라북도 전주시,,0.1,Y,0.12,,,,4.45,운영중
699986,천씨씨커피 도청점,,,,N,0.09,,,,,운영중
700611,쿠우쿠우 전주송천점,전라북도 전주시,안심식당,0.09,Y,0.29,0.33,,,4.22,운영중
700972,두끼떡볶이 NC전주객사점,,,,N,0.1,,,,2.19,운영중
700976,피자몰 NC웨이브전주점,,,,N,0.07,,,,5,운영중
701253,본토홍반점,전라북도 전주시,,0.09,Y,0.12,0.07,,,4.23,운영중
701267,홍익궁중전통육개장 전주혁신점,전라북도 전주시,,0.21,Y,0.3,0.34,5,,4.23,운영중
701285,화니푸드,전라북도 전주시,,0.1,Y,0.12,0.17,,,4.41,운영중
701292, 첨단공원국밥 전주혁신점 ,전라북도 전주시,,0.1,Y,0.25,0.33,,,4.31,운영중
701298,지코바치킨 혁신중동1호점,전라북도 전주시,,0.1,Y,0.17,0.22,,,4.55,운영중
701304,통큰두마리찜닭앤수원왕갈비통닭,전라북도 전주시,,0.08,Y,0.29,0.01,,,3.74,운영중
701311, 이태리부대찌개 전주혁신점 ,전라북도 전주시,,0.1,Y,0.13,0.12,,,4.42,운영중
701319,호남성,전라북도 전주시,,0.1,Y,0.13,0.11,,,4.31,운영중
701328,바르다김선생 만성지구점,전라북도 전주시,,0.18,Y,0.2,0.13,4,,4.31,운영중
701338,커피베이 전주혁신점,전라북도 전주시,,0.1,Y,0.12,0.04,,,4.3,운영중
701343,행복고기국수 혁신점  ,전라북도 전주시,,0.09,Y,0.25,0.08,,,4.25,운영중
701345,더벤티 전주혁신도시점,전라북도 전주시,,0.1,Y,0.15,0.08,,,4.38,운영중
701350,dream box 혁신점,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.34,운영중
703577,미성참갈비,전라북도 전주시,,0.09,Y,0.12,0.03,,,4.22,운영중
703822,카페스페이스891,전라북도 전주시,,0.09,Y,0.12,0.02,,,4.19,운영중
703946,푸른바다,전라북도 전주시,,0.1,Y,0.13,0.07,,,4.44,운영중
704158,BHC치킨 전주서부시장점,,,,N,0.07,,,,,미확인
704421,더리터서부시장점,전라북도 전주시,,0.09,Y,0.12,0.03,,,4.22,운영중
