식당(ID),식당명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점,식당상태
301269,배스킨라빈스 전주송천,전라북도 전주시,,0.1,Y,0.14,0.23,,,4.37,운영중
301299,파리바게뜨 전주센트럴점,전라북도 전주시,,0.1,Y,0.1,0.01,,,4.3,운영중
310482,김밥천국 휴먼시아점,,,,N,0.1,,,,,운영중
310527,카페브리즈,,,,N,0.1,,,,3.41,미확인
313801,비에이치씨치킨송천2호점,,,,N,0.07,,,,,운영중
316803,호식이두마리치킨 송천2호점,,,,N,0.09,,,,,운영중
320052,맛으로 만족하는 족발보쌈,,,,N,0.07,,,,,운영중
7241,전라회관,전라북도 전주시,안심식당,,Y,0.25,0.11,,,4,운영중
325019,온정,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.4,운영중
325023,네네치킨 전주효자점,전라북도 전주시,,0.1,Y,0.09,0.33,,,4.31,운영중
325027,족발야시장,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.42,운영중
325032,"안녕,다가동",전라북도 전주시,,0.1,Y,0.13,0.33,,,4.47,운영중
325034,솔쓰하우스,전라북도 전주시,,0.1,Y,0.09,0.01,,,4.38,운영중
1681,진미반점,전라북도 전주시,안심식당,0.1,Y,0.11,0.33,,,4.37,운영중
325038,화로로 화로구이,전라북도 전주시,,0.1,Y,0.09,0.33,,,4.48,운영중
325044,현대옥 서신점,전라북도 전주시,,0.1,Y,0.23,0.33,,,4.37,운영중
325060,다사랑치킨피자 삼천점,전라북도 전주시,,0.09,Y,0.1,0.1,,,4.26,운영중
325064,조가네갑오징어 전북도청점,전라북도 전주시,,0.1,Y,0.21,0.33,,,4.31,운영중
325068,백탄참숯불구이,전라북도 전주시,,0.1,Y,0.08,0.3,,,4.44,운영중
325069,피자스쿨 전주효자점,전라북도 전주시,,0.1,Y,0.1,0.02,,,4.39,운영중
325075,미가식당,전라북도 전주시,,0.1,Y,0.23,,,,4.44,운영중
325076,영동슈퍼,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.51,운영중
325108,고삐마당,전라북도 전주시,,0.1,Y,0.1,0.07,,,4.32,운영중
325111,논가마,전라북도 전주시,,0.09,Y,0.23,0.22,,,4.26,운영중
325113,피자써클 효자점,전라북도 전주시,,0.09,Y,0.1,0.01,,,4.15,운영중
325117,피자마루전주중화산점,전라북도 전주시,,0.1,Y,0.12,0.04,,,4.44,운영중
325122,버드나무국수,전라북도 전주시,,0.1,Y,0.23,0.04,,,4.61,운영중
325123,현대옥 삼천강변점,전라북도 전주시,,0.09,Y,0.23,0.33,,,4.15,운영중
325133,홍익궁중전통육개장 서신점,전라북도 전주시,,0.1,Y,0.08,0.33,,,4.28,운영중
325146,행복분식,전라북도 전주시,,0.09,Y,0.21,,,,4.2,운영중
325162,시원칼국수,전라북도 전주시,,0.1,Y,0.24,0.33,,,4.43,운영중
325166,식구,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.31,운영중
325167,천년누리봄,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.45,운영중
325169,빈센트반고흐,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.5,운영중
42500,w마라시대,전라북도 전주시,,0.1,Y,0.09,0.11,,,4.29,운영중
42501,연성국밥 전주대점,전라북도 전주시,,0.1,Y,0.1,,,,4.61,운영중
325184,피자스쿨 평화점,전라북도 전주시,,0.09,Y,0.1,0.03,,,4.24,운영중
42513,순창장군목다슬기,전라북도 전주시,,0.1,Y,0.23,0.22,,,4.37,운영중
325189,커피미 ,전라북도 전주시,,0.1,Y,0.08,0.1,,,4.28,운영중
325197,감탄떡볶이 서신점,전라북도 전주시,,0.1,Y,0.1,0.07,,,4.28,운영중
325212,파리바게뜨 전주마전점,전라북도 전주시,,0.09,Y,0.09,0.1,,,4.23,운영중
325216,파리바게뜨 서전주점,전라북도 전주시,,0.1,Y,0.1,0.01,,,4.36,운영중
325223,돌담길,전라북도 전주시,,0.09,Y,0.1,0.04,,,4.1,운영중
325226,대동국수 동산점,전라북도 전주시,,0.1,Y,0.1,0.11,,,4.48,운영중
325232,무쇠랑 닭갈비,전라북도 전주시,,0.1,Y,0.07,0.06,,,4.32,운영중
325239,케이치킨앤골뱅이,전라북도 전주시,,0.1,Y,0.09,0.01,,,4.35,운영중
325245,남원본가추어탕,전라북도 전주시,,0.1,Y,0.23,0.11,,,4.36,운영중
325246,짜장면가,전라북도 전주시,,0.09,Y,0.1,0.01,,,4,운영중
325250,시래기무청감자탕,전라북도 전주시,,0.09,Y,0.1,0.13,,,4.21,운영중
325251,마야 복분자왕족발보쌈,전라북도 전주시,,0.1,Y,0.11,0.2,,,4.39,운영중
325256,노랑통닭 전북대점,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.37,운영중
325262,중화정 송천점,전라북도 전주시,,0.1,Y,0.09,0.11,,,4.44,운영중
325269,1250 부산오뎅 송천점,전라북도 전주시,,0.09,Y,0.22,0.03,,,4.14,운영중
42521,네커피,전라북도 전주시,,0.1,Y,0.1,0.03,,,4.51,운영중
325285,노랑통닭 송천점,전라북도 전주시,,0.09,Y,0.13,0.11,,,4.24,운영중
325296, 가장맛있는족발동산반월점 ,전라북도 전주시,,0.1,Y,0.13,0.07,,,4.31,운영중
325298,현대옥 아중점,전라북도 전주시,모범음식점,0.1,Y,0.31,0.33,,,4.39,운영중
325303,백김치새싹막회우아본점,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.45,운영중
325334,꿀돼지삼형제,전라북도 전주시,,0.09,Y,0.1,0.08,,,4.25,운영중
325345,옛날멸치국시 송천점,전라북도 전주시,,0.1,Y,0.23,0.09,,,4.39,운영중
325349,김밥세상,전라북도 전주시,,0.09,Y,0.23,0.02,,,3.9,운영중
325352,롯데리아 전주동산점,전라북도 전주시,,,Y,0.15,0.13,,,4.21,운영중
325357,카와르,전라북도 전주시,,0.1,Y,0.1,0.03,,,4.42,운영중
325358,피자써클 전주송천점,전라북도 전주시,,0.1,Y,0.1,0.04,,,4.28,운영중
325372,파리바게트 전주어울림점,전라북도 전주시,,0.1,Y,0.1,0.01,,,4.28,운영중
334621,로얄자카르타 전북대점,,,,N,0.13,,,,,미확인
340274,영등동골목길,,,,N,0.15,,,,,운영중
341865,CAFE샵지금여기,,,,N,0.12,,,,,운영중
342056,씬난다수제쌀핫도그 송천점,,,,N,0.1,,,,,폐업
342586,그남자네,,,,N,0.04,,,,0.5,미확인
349670,전주제일옥,,,,N,0.07,,,,,운영중
349962,대박수퍼휴게실,,,,N,0.09,,,,,미확인
351569,중앙분식,,,,N,0.07,,,,,미확인
351652,카페지니,전라북도 전주시,,0.1,Y,0.07,0.03,,,4.4,운영중
351655,엉터리 생고기 객사점,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.35,운영중
351660,타이거슈가 전주객사점,전라북도 전주시,,,Y,0.17,0.33,,,,운영중
351665,부송국수 전주평화점,전라북도 전주시,,0.09,Y,0.12,0.03,,,4.22,운영중
351668,사위밥상,전라북도 전주시,,0.09,Y,0.22,0.07,,,4.11,운영중
351676,동래분식,전라북도 전주시,,0.1,Y,0.23,0.33,,,4.29,운영중
351678,등마루,전라북도 전주시,,0.1,Y,0.1,0.14,,,4.31,운영중
351681,김밥천국 효자점,전라북도 전주시,,0.1,Y,0.21,0.02,,,4.48,운영중
351688,카페 경우,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.57,운영중
351689,교촌치킨 신시가지점,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.29,운영중
351690,교촌치킨 서신점,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.37,운영중
351707,자담치킨 전주송천대명점,전라북도 전주시,,0.09,Y,0.11,0.02,,,4.14,운영중
351714,황가네닭발숯불꼼장어 효자휴먼시아점,전라북도 전주시,,0.09,Y,0.1,0.02,,,4.13,운영중
42522,맥주천국 비어원,전라북도 전주시,,0.09,Y,0.1,0.01,,,4.16,운영중
351725,명작,전라북도 전주시,,0.1,Y,0.09,0.14,,,4.38,운영중
351728,효자원함흥냉면,전라북도 전주시,,0.09,Y,0.11,0.33,,,4.24,운영중
351729,전주부대찌개,전라북도 전주시,,0.1,Y,0.08,0.08,,,4.39,운영중
351731,한우야정육식당,전라북도 전주시,,0.1,Y,0.1,0.04,,,4.43,운영중
351732,아그집왕뼈감자탕 본점,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.41,운영중
351734,문화공간카페12-4,전라북도 전주시,,0.1,Y,0.1,0.28,,,4.39,운영중
351741,대동국수 서신점,전라북도 전주시,,0.1,Y,0.1,0.14,,,4.35,운영중
351745,곰소항횟집,전라북도 전주시,,0.1,Y,0.23,0.09,,,4.33,운영중
42524,파리바게뜨 전주터미널점,전라북도 전주시,,0.1,Y,0.12,0.11,,,4.39,운영중
351748,다송일식,전라북도 전주시,"모범음식점,안심식당",0.09,Y,0.15,0.03,,,3.91,운영중
351751,장수한우곱창,전라북도 전주시,,0.09,Y,0.1,0.02,,,4.12,운영중
351759,국밥세상&막국수,전라북도 전주시,,0.09,Y,0.1,0.07,,,4.14,운영중
351764,예향돌솥밥,전라북도 전주시,,0.1,Y,0.25,0.02,,,4.59,운영중
351771,티오피킨,전라북도 전주시,,0.1,Y,0.14,0.23,,,4.7,운영중
351775,상하이반점,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.44,운영중
351776,이화원,전라북도 전주시,안심식당,0.09,Y,0.1,0.33,,,4.24,운영중
351777,본죽 전주효자휴먼시아점,전라북도 전주시,,0.09,Y,0.23,0.09,,,4.19,운영중
351784,네네치킨 서곡점,전라북도 전주시,,0.1,Y,0.19,0.09,,,4.37,운영중
351785,양평해장국(삼천점),전라북도 전주시,모범음식점,0.09,Y,0.12,0.16,,,4.18,운영중
351792,은여우두마리치킨,전라북도 전주시,,0.09,Y,0.1,0.18,,,4.15,운영중
351800,꽃마름 전북도청점,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.19,0.33,,,4.42,운영중
351810,피자스쿨 중화산점,전라북도 전주시,,0.1,Y,0.12,0.04,,,4.34,운영중
351813,감탄떡볶이 문학점,전라북도 전주시,,0.11,Y,0.11,,,,5,운영중
351820,봉구스밥버거 효자2호점,전라북도 전주시,,,Y,0.25,0.03,,,,운영중
351830,감탄떡볶이 효자2호점,전라북도 전주시,,0.1,Y,0.12,0.01,,,4.29,운영중
351832,피자스쿨 휴먼시아점,전라북도 전주시,,0.1,Y,0.09,0.07,,,4.45,운영중
351834,흐엉꾸에하롱베이퍼,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.46,운영중
351835,피자마루 신시가지점,전라북도 전주시,,0.1,Y,0.12,0.06,,,4.31,운영중
351840,커피하버,전라북도 전주시,,0.09,Y,0.1,0.1,,,4.21,운영중
351841,깨순이김밥 포스코점,전라북도 전주시,,0.09,Y,0.3,0.06,,,3.94,운영중
351847,코코씨엘,전라북도 전주시,,0.1,Y,0.12,0.16,,,4.54,운영중
351849,탐앤탐스커피전주신시가지점,전라북도 전주시,,0.1,Y,0.12,0.2,,,4.3,운영중
351853,신포우리만두 효자휴먼시아점,전라북도 전주시,,0.09,Y,0.11,0.08,,,4.23,운영중
351854,윤식당,전라북도 전주시,,0.1,Y,0.12,,,,4.32,운영중
351877,파리바게뜨 전주휴먼시아점,전라북도 전주시,,0.09,Y,0.08,0.03,,,4.23,운영중
351891,해밀,전라북도 전주시,,0.09,Y,0.23,0.01,,,3.97,운영중
351892,도마,전라북도 전주시,,0.1,Y,0.09,0.11,,,4.36,운영중
351894,홍춘천 송천1점,전라북도 전주시,,0.09,Y,0.11,0.04,,,4.02,운영중
351898,신포우리만두 송천용소점,전라북도 전주시,,0.1,Y,0.09,0.09,,,4.36,운영중
351907,커피콩볶는샌드위치,전라북도 전주시,,0.1,Y,0.1,0.09,,,4.34,운영중
351908,등대수산 인후동,전라북도 전주시,,0.1,Y,0.1,0.22,,,4.65,운영중
351918,황태도둑 송천점,전라북도 전주시,,0.1,Y,0.11,0.03,,,4.33,운영중
351927,찰스비,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.56,운영중
351933,아리수막걸리,전라북도 전주시,,0.08,Y,0.1,,,,3.4,운영중
351943,생고기 제작소,전라북도 전주시,,0.09,Y,0.25,0.16,,,4.26,운영중
351949,명륜진사갈비 전주 송천점,전라북도 전주시,,0.09,Y,0.08,0.33,,,4.25,운영중
351963,맛깔참죽 전주 송천점,전라북도 전주시,,0.1,Y,0.3,0.08,,,4.36,운영중
351968,육값어치 송천점,전라북도 전주시,,0.1,Y,0.1,0.09,,,4.28,운영중
351977,이디야전주금암점,전라북도 전주시,,0.1,Y,0.14,0.04,,,4.3,운영중
351991,꽃돼지대박났네,전라북도 전주시,,0.11,Y,0.22,,,,5,운영중
351998,남다른감자탕 전주송천점,전라북도 전주시,,0.09,Y,0.13,0.33,,,4.25,운영중
352000,천사곱창,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.39,운영중
352001,우리밀동우인후본점,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.31,운영중
352004,도야생곱창갈비 전북대점,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.46,운영중
352009,동아리방퓨전소주호프 전북대점,전라북도 전주시,,0.1,Y,0.1,0.01,,,4.55,운영중
352011,충만치킨 전주전북대점,전라북도 전주시,,0.1,Y,0.12,0.23,,,4.52,운영중
352012,카페로이,전라북도 전주시,,0.1,Y,0.1,0.2,,,4.57,운영중
352013,하남돼지집전주송천점,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.19,0.33,,,4.47,운영중
352014,까르네,전라북도 전주시,,0.1,Y,0.23,0.24,,,4.66,운영중
352022,백세곰탕 본점,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.49,운영중
352023,오봉도시락 전북대후문점,전라북도 전주시,,0.1,Y,0.12,0.04,,,4.28,운영중
352039,Espresso 822-7,전라북도 전주시,,0.09,Y,0.09,0.33,,,4.16,운영중
352046,돈스엔스파 동산점,전라북도 전주시,,0.09,Y,0.12,0.01,,,4,운영중
352047,커피갤러리,전라북도 전주시,,0.1,Y,0.08,0.03,,,4.63,운영중
43032,뫔컬러카페,,,,N,0.07,,,,,미확인
352052,노트릭,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.66,운영중
352059,미스터 빈 아중점,전라북도 전주시,,0.09,Y,0.11,0.33,,,4.19,운영중
46473,닭갈비제작소 전주효자점,,,,N,0.07,,,,,미확인
48928,BBQ 전주신도시점,,,,N,0.07,,,,,미확인
363277,전북대학교병원 푸드코트,,,,N,0.04,,,,,미확인
363440,백번탕횟집,,,,N,0.09,,,,,운영중
363577,전주환영영양돌솥밥,,,,N,0.09,,,,,운영중
363954,만수성,,,,N,0.08,,,,,운영중
364117,용인백암순대국,,,,N,0.1,,,,,운영중
367663,1993가맥,,,,N,0.13,,,,,운영중
368440,소리마당,,,,N,0.07,,,,,미확인
368451,꽃담,,,,N,0.07,,,,,폐업
368562,커피(COFFEE)상상,,,,N,0.04,,,,,미확인
370312,미스터보쌈5379 전주송천점,,,,N,0.07,,,,,폐업
371106,롯데리아 롯데마트전주송천점,,,,N,0.04,,,,,운영중
371172,가마골보신탕,,,,N,0.1,,,,,운영중
371226,시골통닭가맥,,,,N,0.07,,,,,미확인
371238,아성각,,,,N,0.1,,,,,폐업
371347,무주덕유산도야지,,,,N,0.1,,,,,폐업
371411,생생집,,,,N,0.09,,,,,운영중
371930,한돈장터,,,,N,0.1,,,,,폐업
373927,대왕산아구찜탕전문점,,,,N,0.07,,,,,미확인
380121,국밥세상,,,,N,0.1,,,,,폐업
380418,초가카페,,,,N,0.08,,,,,미확인
380859,웰돈 전주대점,,,,N,0.07,,,,,폐업
381281,신가네정읍국밥 전주점,전라북도 전주시,,0.09,Y,0.27,0.33,,,4.26,운영중
381282,화산소국밥,전라북도 전주시,,0.1,Y,0.33,0.33,,,4.52,운영중
381284,에버빈커피,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.33,운영중
381285,레디오스타,전라북도 전주시,,0.1,Y,0.11,0.33,,,4.42,운영중
48967,루시가토효자몰점,,,,N,0.09,,,,,미확인
381293,영광집,전라북도 전주시,,0.09,Y,0.1,0.17,,,4.06,운영중
381298,떳다청하,전라북도 전주시,,0.1,Y,0.12,0.12,,,4.37,운영중
381302,전주회관,전라북도 전주시,안심식당,0.08,Y,0.24,0.02,,,3.71,운영중
381305,봉구스밥버거 전주대점,전라북도 전주시,,0.1,Y,0.11,,,,4.28,운영중
49554,caffe THERA 카페 테라,,,,N,0.07,,,,,미확인
381311,죽이야기 효자휴먼시아점,전라북도 전주시,안심식당,,Y,0.27,0.11,,,4.3,운영중
381319,마포갈매기,전라북도 전주시,,0.1,Y,0.1,0.2,,,4.41,운영중
381320,산촌신쭈꾸미,전라북도 전주시,안심식당,0.1,Y,0.13,0.33,,,4.29,운영중
381321,빨간맛도리,전라북도 전주시,,0.1,Y,0.29,0.33,,,4.41,운영중
381337,꿀비,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.41,운영중
381340,돼지박사전주점,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.45,운영중
381344,정다운밥상,전라북도 전주시,,0.1,Y,0.2,,,,4.42,운영중
381352,지정환피자 서신진북점,전라북도 전주시,,0.1,Y,0.09,0.09,,,4.5,운영중
381356,고수닭갈비효자점,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.3,운영중
49716,연지본관,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.28,운영중
381364,녹향,전라북도 전주시,,0.09,Y,0.2,0.16,,,3.88,운영중
381368,소가담,전라북도 전주시,,0.09,Y,0.16,0.33,,,4.25,운영중
49718,장가네 왕족발,전라북도 전주시,,0.1,Y,0.23,0.33,,,4.34,운영중
381371,갑기회관 효자점,전라북도 전주시,안심식당,0.1,Y,0.1,0.33,,,4.33,운영중
381372,전주돌솥감자탕,전라북도 전주시,,0.09,Y,0.23,0.27,,,4.18,운영중
381376,고기그리고맛있는솜씨,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.55,운영중
381377,서해바다횟집,전라북도 전주시,안심식당,0.09,Y,0.26,0.14,,,4.19,운영중
381380,역전할머니맥주 서곡점,전라북도 전주시,,0.1,Y,0.11,0.02,,,4.43,운영중
381381,321베렌도 객사점,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.52,운영중
381384,외로워도 술퍼도,전라북도 전주시,,0.11,Y,0.23,,,,5,운영중
381390,전래동화 전주신시가지점,전라북도 전주시,,0.09,Y,0.1,0.33,,,4.11,운영중
381399,카페안테나,전라북도 전주시,,0.1,Y,0.08,0.28,,,4.52,운영중
381401,오래옥본점,전라북도 전주시,,0.1,Y,0.1,0.3,,,4.42,운영중
381402,본죽 전주효자서부시장점,전라북도 전주시,,0.1,Y,0.25,0.02,,,4.31,운영중
381403,보나베띠 전북도청점,전라북도 전주시,,0.09,Y,0.15,0.33,,,4.25,운영중
381424,마루벌돌구이 호남본점,전라북도 전주시,,0.09,Y,0.1,0.33,,,3.87,운영중
49724,경아분식,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.5,운영중
381427,빽다방 전북도청타운점,전라북도 전주시,,0.1,Y,0.14,0.32,,,4.36,운영중
381440,모란객잔,전라북도 전주시,,0.09,Y,0.11,0.31,,,3.98,운영중
381442,구운통닭 서신점,전라북도 전주시,,0.11,Y,0.09,,,,4.75,운영중
381447,장군,전라북도 전주시,,0.1,Y,0.08,0.33,,,4.46,운영중
381459,손으로칼국수,전라북도 전주시,,0.09,Y,0.1,,,,4.21,운영중
381461,이삭토스트 전주효자점,전라북도 전주시,,0.1,Y,0.12,0.07,,,4.55,운영중
381470,임실치즈피자 신시가지점,전라북도 전주시,,0.1,Y,0.11,0.01,,,4.33,운영중
381474,노다지,전라북도 전주시,,0.1,Y,0.23,0.12,,,4.38,운영중
49727,미쁘다,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.33,운영중
381482,59쌀피자 삼천1호점,전라북도 전주시,,0.1,Y,0.08,0.03,,,4.44,운영중
381490,효자분식,전라북도 전주시,,0.09,Y,0.22,0.01,,,4.22,운영중
381494,배스킨라빈스 전주효자홈플러스,전라북도 전주시,,0.1,Y,0.14,0.04,,,4.36,운영중
381500,마성떡볶이 홈플러스 전주효자점,전라북도 전주시,,0.1,Y,0.18,0.01,,,4.4,운영중
381502,콩샌 문학초점,전라북도 전주시,,0.1,Y,0.1,0.06,,,4.39,운영중
381503,역전할머니맥주효자2호점,전라북도 전주시,,0.09,Y,0.13,0.09,,,4.22,운영중
381505,알베르베로,전라북도 전주시,,0.11,Y,0.12,0.33,,,4.77,운영중
381507,신포우리만두 중화산점,전라북도 전주시,,0.09,Y,0.26,0.03,,,4.18,운영중
381516,비어드파파 전주효자점,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.46,운영중
381536,파리바게뜨 전주태평점,전라북도 전주시,,0.09,Y,0.09,0.06,,,4.22,운영중
381540,파리바게뜨 전주라일락점,전라북도 전주시,,0.1,Y,0.08,,,,4.29,운영중
381547,유가네한우곰탕인후점,전라북도 전주시,안심식당,0.09,Y,0.21,0.02,,,4.23,운영중
381549,하림맥시칸치킨아중2호점,전라북도 전주시,,0.1,Y,0.24,0.03,,,4.55,운영중
381551,가장맛있는족발,전라북도 전주시,,0.09,Y,0.1,0.26,,,4.04,운영중
381568,충만치킨인후점,전라북도 전주시,,0.09,Y,0.1,0.09,,,4.2,운영중
381571,호성동고깃집 ,전라북도 전주시,,0.1,Y,0.13,0.21,,,4.56,운영중
381572,고씨네 전북대점,전라북도 전주시,,0.09,Y,0.13,0.33,,,4.26,운영중
381583,오꾸꼬 송천점,전라북도 전주시,,0.1,Y,0.13,0.19,,,4.46,운영중
381585,동양닭집,,,,N,0.07,,,,,운영중
381588,양푼집,전라북도 전주시,,0.1,Y,0.09,0.01,,,4.54,운영중
49733,김미경부대찌개오리주물럭,전라북도 전주시,,0.1,Y,0.08,0.07,,,4.29,운영중
381605,조선치킨 동산반월점,전라북도 전주시,,0.1,Y,0.12,0.08,,,4.42,운영중
381612,동대문엽기떡볶이 전주송천점,전라북도 전주시,,0.09,Y,0.27,0.33,,,4.26,운영중
381616,연지닭갈비,전라북도 전주시,,0.09,Y,0.25,0.08,,,4.11,운영중
381623,송천청마루정육식당,전라북도 전주시,,0.1,Y,0.09,0.03,,,4.35,운영중
381628,놀이터,전라북도 전주시,,0.1,Y,0.07,,,,4.31,운영중
381630,조커닭 양궁카페,전라북도 전주시,,0.08,Y,0.09,,,,3.5,운영중
49740,전주대 한끼마을,전라북도 전주시,,0.1,Y,0.23,,,,4.29,운영중
381668,강커피,전라북도 전주시,,0.1,Y,0.11,0.13,,,4.42,운영중
381669,커피스토리,전라북도 전주시,,0.1,Y,0.1,,,,4.43,운영중
381673,캠토우아점,전라북도 전주시,,0.1,Y,0.11,0.02,,,4.29,운영중
381678,커피지,전라북도 전주시,,0.1,Y,0.12,0.13,,,4.28,운영중
381681,카페유고,전라북도 전주시,,0.11,Y,0.09,0.01,,,4.76,운영중
381683,요거프레소 전주센트럴파크점,전라북도 전주시,,0.09,Y,0.1,0.07,,,4.27,운영중
381689,이디야커피송천점,전라북도 전주시,,0.1,Y,0.27,0.11,,,4.31,운영중
381696,카페그곳,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.47,운영중
381700,이디야전주동산점,전라북도 전주시,,0.1,Y,0.14,0.03,,,4.29,운영중
381702,뜨락,전라북도 전주시,,0.09,Y,0.08,0.04,,,4.26,운영중
381779,어부수산 산오징어&바지락칼국수,,,,N,0.15,,,,,미확인
383015,흑화당 전주 객사점,,,,N,0.09,,,,0.79,운영중
384412,미스터피자전주송천점,,,,N,0.07,,,,,폐업
387259,21세기꿀호떡,,,,N,0.07,,,,,미확인
392103,더식,,,,N,0.1,,,,,미확인
396292,풍경,,,,N,0.07,,,,,운영중
396817,BHC치킨 효자서곡점,,,,N,0.07,,,,,미확인
397659,착한커피,,,,N,0.07,,,,,미확인
398481,고향마루송천1호점,,,,N,0.07,,,,,운영중
398698,쏘울,,,,N,0.07,,,,,미확인
399819,짬뽕당,,,,N,0.08,,,,0.21,미확인
400790,동서네낙지 송천점,,,,N,0.08,,,,0.21,폐업
402894,스타양곱창 객사점,,,,N,0.07,,,,5,미확인
408452,피자오래 송천점,,,,N,0.07,,,,,폐업
412087,연가,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.17,0.33,,,4.31,운영중
412098,예궁,전라북도 전주시,,0.09,Y,0.15,0.18,,,4.27,운영중
412102,개성집 전주효자점,전라북도 전주시,,0.1,Y,0.29,0.33,,,4.33,운영중
412105,오봉도시락 전주대점,전라북도 전주시,,0.1,Y,0.15,0.22,,,4.33,운영중
412107,맛있는술집,전라북도 전주시,,0.1,Y,0.11,,,,4.39,운영중
412112,고여사가맥,전라북도 전주시,,0.09,Y,0.1,,,,4.25,운영중
412116,김돈이,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.53,운영중
412119,충만치킨 전주대점,전라북도 전주시,,0.1,Y,0.15,0.13,,,4.39,운영중
412122,열빈,전라북도 전주시,,0.1,Y,0.13,0.12,,,4.32,운영중
412124,예림식당,전라북도 전주시,,0.1,Y,0.12,0.06,,,4.44,운영중
412125,고깃집,전라북도 전주시,,0.09,Y,0.12,0.09,,,4.24,운영중
412129,커피다빈,전라북도 전주시,,0.1,Y,0.12,,,,4.5,운영중
412130,피자알볼로 전주1호점,전라북도 전주시,,0.1,Y,0.13,0.22,,,4.33,운영중
49755,우성정,전라북도 전주시,안심식당,0.1,Y,0.1,0.01,,,4.36,운영중
412137,신포우리만두 서신점,전라북도 전주시,,0.09,Y,0.27,0.27,,,4.2,운영중
412140,신포우리만두 전북도청점,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.29,운영중
412150,서유기중화요리,전라북도 전주시,,0.09,Y,0.3,0.33,,,4.26,운영중
412151,강태하불족발 효자점,전라북도 전주시,,0.09,Y,0.29,0.02,,,3.89,운영중
412156,송정생구이,전라북도 전주시,,0.09,Y,0.12,0.03,,,4,운영중
412158,청춘김밥,전라북도 전주시,,0.09,Y,0.13,0.04,,,4.06,운영중
412161,고젠 일식,전라북도 전주시,안심식당,0.1,Y,0.11,0.07,,,4.42,운영중
412163,육쌈냉면 전주중앙점,전라북도 전주시,,0.18,Y,0.16,0.34,4,,4.21,운영중
412166,호박촌,전라북도 전주시,,0.16,Y,0.18,0.29,3,,4.26,운영중
412170,설빙 전주효자점,전라북도 전주시,,0.16,Y,0.18,0.34,3,,4.4,운영중
412173,전주애항아리보쌈,전라북도 전주시,,0.1,Y,0.16,0.33,,,4.33,운영중
412180,태평숯불명가,전라북도 전주시,,0.09,Y,0.12,0.07,,,4.11,운영중
412182,마마셈프레,전라북도 전주시,,0.1,Y,0.12,0.26,,,4.44,운영중
412187,마천루,전라북도 전주시,,0.1,Y,0.14,0.3,,,4.31,운영중
412193,아이마미따,전라북도 전주시,,0.2,Y,0.19,0.37,4.5,,4.32,운영중
412202,포차나,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.32,운영중
412204,참예우명품프라자 도청점,전라북도 전주시,안심식당,0.09,Y,0.25,0.33,,,4.2,운영중
412205,넉넉한밥상,전라북도 전주시,,0.1,Y,0.1,0.13,,,4.28,운영중
412209,암소야 서곡점,전라북도 전주시,,0.1,Y,0.25,0.08,,,4.47,운영중
412211,효천골,전라북도 전주시,,0.1,Y,0.12,0.02,,,4.4,운영중
412213,호삼정,전라북도 전주시,안심식당,0.1,Y,0.12,0.11,,,4.49,운영중
412214,현미네 두메산골 촌닭,전라북도 전주시,,0.11,Y,0.1,0.07,,,4.73,운영중
